time,open,high,low,close,Volume,Volume MA,VMA,Edge Line,Oversold,Oversold.1,Plot,Plot.1,Plot.2,VMA.1,UpperBand,LowerBand,VMA.2,UpperBand.1,LowerBand.1,VMA.3,UpperBand.2,LowerBand.2,VMA.4,UpperBand.3,LowerBand.3,VMA.5,Plot.3,Plot.4,VMA.6,Edge Line.1,super_trend_up,super_trend_down,smack_down,up_smack,Shapes,stop_loss,VMA.7,Edge Line.2,first smack,long trailingn stop,short trailingn stop,stop_percentage,actual_stop,third smack,second smack,first smack.1,first smack.2,elliot wave ocolator,vwaprizz14,vwaprizz14_ema,Plot.5,Plot.6,RIZZY-2,a boaring middle line,a_boaring_line,a_boaring_line.1,buy,sell_sig,sell_sig.1,sell_sig.2,sell_sig.3,test,rizzy,sto1,sto2,Plot.7,Plot.8,weeklysto1,weeklysto2,monthlysto1,monthlysto2,Plot.9,Plot.10,storeversal,sto oversold,buyssto,Unnamed: 77,third smack.1,weeklyup,monthlyup
2005-05-31 09:30:00,9.21,9.21,9.16,9.16,200,950.0,,9.671051809180936,0,0,9.8175,8.8825,9.16,,,,,,,,,,,,,,9.2,9.37,9.38591781807709,9.671051809180936,9.121871790949493,9.671051809180936,0,0,0,9.016,9.38591781807709,9.671051809180936,0,9.027334352777329,9.622665647222671,8.702,8.739999999999998,0,0,0,0,0,33.01556341575528,47.34126075420022,33.01556341575528,47.34126075420022,0.8149534874109179,50,90,10,0,0,0,0,0,0,0.8149534874109179,10.202020202020256,27.00336700336717,10.202020202020256,27.00336700336717,0.0,0.0,72.94258955428938,61.8770716720469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-06-01 09:30:00,9.3,9.36,9.21,9.36,5100,1180.0,,9.671051809180936,0,0,9.8175,8.8825,9.36,,,,,,,,,,,,,,9.16,9.21,9.380734254461672,9.671051809180936,9.121871790949493,9.671051809180936,0,0,0,9.016,9.380734254461672,9.671051809180936,0,9.015381899007519,9.604618100992482,8.742,8.739999999999998,0,0,0,0,0,25.71671762953409,44.457988337578065,25.71671762953409,44.457988337578065,80.9780322151514,50,90,10,0,0,0,0,0,0,80.9780322151514,21.313131313131308,18.619528619528726,21.313131313131308,18.619528619528726,0.0,0.0,59.71639021324594,35.55572828407893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-06-06 09:30:00,9.26,9.26,9.26,9.26,200,1115.0,,9.65513802003063,0,0,9.8175,8.8825,9.26,,,,,,,,,,,,,,9.3,9.36,9.35681183722866,9.65513802003063,9.121871790949493,9.65513802003063,0,0,0,9.016,9.35681183722866,9.65513802003063,0,9.01499747764984,9.535002522350162,8.797,8.739999999999998,0,0,0,1,0,47.24702820064911,44.82986031932088,47.24702820064911,44.82986031932088,44.78335015208531,50,90,10,0,1,0,1,0,0,44.78335015208531,30.303030303030287,20.606060606060666,30.303030303030287,20.606060606060666,0.0,0.0,41.13388510534647,25.96885535991364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005-06-07 09:30:00,9.2,9.2,9.2,9.2,200,1045.0,,9.618845394968151,0,0,9.8175,8.8825,9.2,,,,,,,,,,,,,,9.26,9.26,9.325449469782928,9.618845394968151,9.121871790949493,9.618845394968151,0,0,0,9.016,9.325449469782928,9.618845394968151,0,9.018926229246278,9.521073770753725,8.739999999999998,8.739999999999998,0,1,0,0,0,41.98199131961997,44.45014445269409,41.98199131961997,44.45014445269409,29.148938633809394,50,90,10,0,0,0,0,0,0,29.148938633809394,34.34343434343423,28.653198653198647,34.34343434343423,28.653198653198647,0.0,0.0,34.74263648923628,42.70332582371631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-08 09:30:00,9.29,9.29,9.12,9.2,900,1015.0,,9.618845394968151,0,0,9.8175,8.8825,9.2,,,,,,,,,,,,,,9.2,9.2,9.318359575826342,9.618845394968151,9.121871790949493,9.618845394968151,1,0,0,9.016,9.318359575826342,9.618845394968151,0,8.970788641442972,9.529211358557028,8.66,8.739999999999998,0,0,0,0,0,36.37019720285982,43.372818152716185,36.37019720285982,43.372818152716185,29.148938633809394,50,90,10,0,0,0,0,0,0,29.148938633809394,21.348621348621304,28.665028665028647,21.348621348621304,28.665028665028647,0.0,0.0,42.70332582371629,59.43779628751897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-09 09:30:00,9.13,9.13,9.12,9.13,3100,1145.0,,9.580507876673195,0,0,9.8175,8.8825,9.13,,,,,,,,,,,,,,9.2,9.29,9.280687660661076,9.580507876673195,9.121871790949493,9.580507876673195,0,0,0,9.016,9.280687660661076,9.580507876673195,0,8.972875167054188,9.527124832945812,8.663499999999999,8.739999999999998,0,0,0,0,0,36.910788680582314,42.511214223098335,36.910788680582314,42.511214223098335,11.086661071710921,50,90,10,0,0,0,0,0,0,11.086661071710921,12.148512148512282,22.613522613522647,12.148512148512282,22.613522613522647,0.0,0.0,53.8596394662514,59.43779628751897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-06-10 09:30:00,9.14,9.14,9.14,9.14,100,1050.0,,9.541127835540477,0,0,9.8175,8.8825,9.14,,,,,,,,,,,,,,9.13,9.13,9.25255012852886,9.541127835540477,9.121871790949493,9.541127835540477,0,0,0,9.016,9.25255012852886,9.541127835540477,0,8.982312655121746,9.497687344878251,8.683,8.739999999999998,0,0,0,0,0,30.11975613681703,40.85901981159416,30.11975613681703,40.85901981159416,24.460493172546958,50,90,10,0,0,0,0,0,0,24.460493172546958,9.90990990991025,14.469014469014661,9.90990990991025,14.469014469014661,0.0,0.0,59.43779628751896,59.43779628751897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2005-06-13 09:30:00,9.14,9.14,9.14,9.14,300,1045.0,,9.506593738709222,0,0,9.8175,8.8825,9.14,,,,,,,,,,,,,,9.14,9.14,9.23004010282309,9.506593738709222,9.121871790949493,9.506593738709222,0,0,0,9.016,9.23004010282309,9.506593738709222,0,8.992147465470193,9.487852534529805,8.683,8.739999999999998,0,0,0,0,0,32.60787818097015,39.758867594177616,32.60787818097015,39.758867594177616,24.460493172546958,50,90,10,0,0,0,0,0,0,24.460493172546958,4.504504504504973,8.854308854309215,4.504504504504973,8.854308854309215,0.0,0.0,53.151635439484004,40.57931374341414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2005-06-14 09:30:00,9.18,9.19,9.18,9.19,1400,1110.0,,9.49331264998268,0,0,9.8175,8.8825,9.19,,,,,,,,,,,,,,9.14,9.14,9.222032082258472,9.49331264998268,9.121871790949493,9.49331264998268,0,0,0,9.016,9.222032082258472,9.49331264998268,0,8.995922646508037,9.414077353491964,8.7205,8.739999999999998,0,0,0,0,0,32.60787818097015,38.805402339083294,32.60787818097015,38.805402339083294,81.15415659212519,50,90,10,0,0,0,0,0,0,81.15415659212519,10.466348701643145,8.293587705352836,10.466348701643145,8.293587705352836,0.0,0.0,40.57931374341413,21.72083119930932,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-06-15 09:30:00,9.2,9.2,9.2,9.2,1000,1145.0,,9.480130780030077,0,0,9.8175,8.8825,9.2,,,,,,,,,,,,,,9.18,9.19,9.218903569294373,9.480130780030077,9.121871790949493,9.480130780030077,0,0,0,9.016,9.218903569294373,9.480130780030077,0,9.003713886043176,9.406286113956822,8.739999999999998,8.739999999999998,0,0,0,1,0,42.19799747637419,39.25774835738875,42.19799747637419,39.25774835738875,85.50550190095737,50,90,10,0,0,0,0,0,0,85.50550190095737,18.541090109717725,11.170647771955329,18.541090109717725,11.170647771955329,0.0,0.0,21.720831199309302,2.8623486552044906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005-06-16 09:30:00,9.2,9.2,9.15,9.15,1300,1200.0,,9.474855380669506,0,0,9.8175,8.8825,9.15,,,,,,,,,,,,,,9.2,9.2,9.218262637047793,9.474855380669506,9.121871790949493,9.474855380669506,0,0,0,9.016,9.218262637047793,9.474855380669506,0,9.006662894182949,9.403337105817048,8.6925,8.739999999999998,1,0,0,1,0,44.78815969879471,39.99513653624288,44.78815969879471,39.99513653624288,25.840947378799623,50,90,10,0,1,0,1,0,0,25.840947378799623,20.585442154069774,16.530960321810262,20.585442154069774,16.530960321810262,0.0,0.0,9.148509503239412,2.8623486552044906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-17 09:30:00,9.13,9.13,9.13,9.13,700,1195.0,,9.465103122349506,0,0,9.8175,8.8825,9.13,,,,,,,,,,,,,,9.15,9.2,9.216701743045363,9.465103122349506,9.121871790949493,9.465103122349506,0,0,0,9.016,9.216701743045363,9.465103122349506,0,9.012615544598454,9.307384455401543,8.6735,8.739999999999998,0,0,0,0,0,39.66143058463457,39.95064240936177,39.66143058463457,39.95064240936177,16.583537320759035,50,90,10,0,0,0,0,0,0,16.583537320759035,15.00474833808204,18.043760200623232,15.00474833808204,18.043760200623232,0.0,0.0,2.5443099157373035,1.908232436802991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-20 09:30:00,9.12,9.12,9.03,9.03,1200,1210.0,,9.447912716269428,0,0,9.8175,8.8825,9.03,,,,,,,,,,,,,,9.13,9.13,9.197361394436289,9.447912716269428,9.121871790949493,9.447912716269428,1,0,0,9.016,9.197361394436289,9.447912716269428,0,8.919571577127135,9.310428422872862,8.5785,8.739999999999998,0,0,0,0,0,34.63021494426053,39.24125208068161,34.63021494426053,39.24125208068161,3.6189177190361193,50,90,10,0,0,0,0,0,0,3.6189177190361193,5.128205128205537,13.572798540119164,5.128205128205537,13.572798540119164,0.0,0.0,1.9082324368029704,0.954116218401492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-21 09:30:00,9.1,9.1,9.05,9.06,600,1215.0,,9.426750798972456,0,0,9.8175,8.8825,9.06,,,,,,,,,,,,,,9.03,9.12,9.177889115549032,9.426750798972456,8.887563684042783,9.426750798972456,0,0,0,9.016,9.177889115549032,9.426750798972456,0,8.919959321618053,9.310040678381943,8.597000000000001,8.739999999999998,0,0,0,0,0,27.066826412584014,37.61799532493526,27.066826412584014,37.61799532493526,34.392948153834,50,90,10,0,0,0,0,0,0,34.392948153834,4.312354312354713,8.148435926214145,4.312354312354713,8.148435926214145,0.0,0.0,0.954116218401474,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-06-22 09:30:00,9.05,9.15,9.02,9.11,1800,1280.0,,9.426750798972456,0,0,9.5655,8.654499999999999,9.11,,,,,,,,,,,,,,9.06,9.1,9.172311292439225,9.426750798972456,8.887563684042783,9.426750798972456,0,0,0,9.016,9.172311292439225,9.426750798972456,0,8.903890798645335,9.316109201354665,8.564499999999999,8.739999999999998,0,0,0,0,0,29.601232179321343,36.549093572186734,29.601232179321343,36.549093572186734,68.21853115445495,50,90,10,0,0,0,0,0,0,68.21853115445495,11.853832442067935,7.098130627542777,11.853832442067935,7.098130627542777,0.0,0.0,0.3180387394671436,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2005-06-23 09:30:00,9.19,9.19,9.19,9.19,1600,1355.0,,9.426750798972456,0,0,9.5655,8.654499999999999,9.19,,,,,,,,,,,,,,9.05,9.11,9.174032867783083,9.426750798972456,8.887563684042783,9.426750798972456,0,0,0,9.016,9.174032867783083,9.426750798972456,0,8.903612884456383,9.316387115543616,8.7305,8.739999999999998,0,0,0,0,0,35.624045595597956,36.425753841974895,35.624045595597956,36.425753841974895,88.00631890665186,50,90,10,0,0,0,0,0,0,88.00631890665186,32.84148676305561,16.335891172492804,32.84148676305561,16.335891172492804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005-06-24 09:30:00,9.11,9.12,9.11,9.12,600,1360.0,,9.426750798972456,0,0,9.5655,8.654499999999999,9.12,,,,,,,,,,,,,,9.19,9.19,9.174032867783083,9.426750798972456,8.887563684042783,9.426750798972456,0,0,0,9.016,9.174032867783083,9.426750798972456,0,8.903354821280928,9.316645178719073,8.654,8.739999999999998,0,0,0,1,0,54.30963628138614,38.81027150056306,54.30963628138614,38.81027150056306,42.11663875743844,50,90,10,0,1,0,1,0,0,42.11663875743844,42.15686274509813,28.950727316740608,42.15686274509813,28.950727316740608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-29 09:30:00,9.19,9.19,9.19,9.19,100,1240.0,,9.425758225707993,0,0,9.5655,8.654499999999999,9.19,,,,,,,,,,,,,,9.11,9.12,9.174032867783083,9.425758225707993,8.887563684042783,9.425758225707993,0,0,0,9.016,9.174032867783083,9.425758225707993,0,8.904186619760859,9.30581338023914,8.7305,8.739999999999998,0,0,0,1,0,43.306654873652,39.409789283641594,43.306654873652,39.409789283641594,71.66569900658749,50,90,10,0,0,0,0,0,0,71.66569900658749,54.32098765432111,43.10644572082501,54.32098765432111,43.10644572082501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005-06-30 09:30:00,9.18,9.18,9.03,9.03,1900,1265.0,,9.425758225707993,0,0,9.5655,8.654499999999999,9.03,,,,,,,,,,,,,,9.19,9.19,9.174032867783083,9.425758225707993,8.887563684042783,9.425758225707993,0,0,0,9.016,9.174032867783083,9.425758225707993,0,8.8953161469208,9.3146838530792,8.5785,8.5785,0,1,0,1,0,54.048544059518214,41.36162325375848,54.048544059518214,41.36162325375848,21.497454377547516,50,90,10,0,0,0,0,0,0,21.497454377547516,35.185185185185254,43.887678528201555,35.185185185185254,43.887678528201555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01 09:30:00,9.06,9.18,9.06,9.18,800,1155.0,,9.425758225707993,0,0,9.5655,8.654499999999999,9.18,,,,,,,,,,,,,,9.03,9.18,9.174032867783083,9.425758225707993,8.887563684042783,9.425758225707993,0,0,0,9.016,9.174032867783083,9.425758225707993,0,8.888150707855027,9.321849292144972,8.601,8.5785,0,0,0,0,0,40.70119747601225,41.27356648339231,40.70119747601225,41.27356648339231,66.05381942430279,50,90,10,0,0,0,0,0,0,66.05381942430279,52.4691358024693,47.325102880658605,52.4691358024693,47.325102880658605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-05 09:30:00,9.18,9.18,9.18,9.18,300,1160.0,,9.425758225707993,0,0,9.5655,8.654499999999999,9.18,,,,,,,,,,,,,,9.06,9.18,9.174032867783083,9.425758225707993,8.887563684042783,9.425758225707993,0,0,0,9.016,9.174032867783083,9.425758225707993,0,8.89756851443681,9.312431485563188,8.721,8.5785,0,0,0,1,0,48.67787508237057,42.260807629922745,48.67787508237057,42.260807629922745,66.05381942430279,50,90,10,0,0,0,0,0,0,66.05381942430279,61.11111111111135,49.58847736625536,61.11111111111135,49.58847736625536,0.0,0.0,2.2730050513487887,6.819015154046366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005-07-06 09:30:00,9.14,9.14,9.06,9.14,900,950.0,,9.425758225707993,0,0,9.5655,8.654499999999999,9.14,,,,,,,,,,,,,,9.18,9.18,9.174032867783083,9.425758225707993,8.887563684042783,9.425758225707993,0,0,0,9.016,9.174032867783083,9.425758225707993,0,8.903456477691323,9.316543522308674,8.603,8.5785,0,0,0,1,0,53.490423871696045,43.75808979549252,53.490423871696045,43.75808979549252,41.14433336223519,50,90,10,0,0,0,0,0,0,41.14433336223519,81.48148148148195,65.02057613168759,81.48148148148195,65.02057613168759,0.0,0.0,6.819015154046366,13.638030308092732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-07 09:30:00,9.19,9.19,9.19,9.19,200,950.0,,9.425758225707993,0,0,9.5655,8.654499999999999,9.19,,,,,,,,,,,,,,9.14,9.14,9.174032867783083,9.425758225707993,8.887563684042783,9.425758225707993,0,0,0,9.016,9.174032867783083,9.425758225707993,0,8.907138157856231,9.312861842143768,8.7305,8.5785,0,0,0,1,0,45.3182068743553,43.966105406007564,45.3182068743553,43.966105406007564,69.70532014873,50,90,10,0,0,0,0,0,0,69.70532014873,83.33333333333375,75.30864197530907,83.33333333333375,75.30864197530907,0.0,0.0,13.638030308092732,20.4570454621391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005-07-08 09:30:00,9.05,9.09,9.05,9.06,1500,1015.0,,9.425758225707993,0,0,9.5655,8.654499999999999,9.06,,,,,,,,,,,,,,9.19,9.19,9.174032867783083,9.425758225707993,8.887563684042783,9.425758225707993,0,0,0,9.016,9.174032867783083,9.425758225707993,0,8.900914003723642,9.319085996276357,8.597000000000001,8.5785,1,0,0,1,0,54.5351226960785,45.37530771135035,54.5351226960785,45.37530771135035,19.783467873090263,50,90,10,0,0,0,0,0,0,19.783467873090263,61.11111111111165,75.30864197530916,61.11111111111165,75.30864197530916,0.0,0.0,18.184040410790306,20.4570454621391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-11 09:30:00,9.07,9.07,9.07,9.07,900,1015.0,,9.425758225707993,0,0,9.5655,8.654499999999999,9.07,,,,,,,,,,,,,,9.05,9.06,9.174032867783083,9.425758225707993,8.887563684042783,9.425758225707993,0,0,0,9.016,9.174032867783083,9.425758225707993,0,8.909063003457668,9.310936996542333,8.6165,8.5785,0,0,0,0,0,41.538842662459324,44.863779038164886,41.538842662459324,44.863779038164886,27.744713698695758,50,90,10,0,0,0,0,0,0,27.744713698695758,48.692810457516785,64.37908496732078,48.692810457516785,64.37908496732078,0.0,0.0,18.184040410790306,13.638030308092732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-12 09:30:00,9.06,9.08,9.05,9.08,1300,925.0,,9.420736960311713,0,0,9.5655,8.654499999999999,9.08,,,,,,,,,,,,,,9.07,9.07,9.17310723693478,9.420736960311713,8.887563684042783,9.420736960311713,0,0,0,9.016,9.17310723693478,9.420736960311713,0,8.934487074639263,9.305512925360738,8.596,8.5785,0,0,0,0,0,41.970104212356894,44.47795572805715,41.970104212356894,44.47795572805715,39.71159403173909,50,90,10,0,0,0,0,0,0,39.71159403173909,28.976034858388314,46.259985475672295,28.976034858388314,46.259985475672295,0.0,0.0,13.638030308092732,6.819015154046366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-13 09:30:00,9.09,9.09,9.05,9.05,1100,975.0,,9.401642808384171,0,0,9.5655,8.654499999999999,9.05,,,,,,,,,,,,,,9.06,9.08,9.159330990147946,9.401642808384171,8.887563684042783,9.401642808384171,0,0,0,9.016,9.159330990147946,9.401642808384171,0,8.938452283593604,9.301547716406397,8.5975,8.5975,0,1,0,0,0,41.970104212356894,44.14357552596378,41.970104212356894,44.14357552596378,19.918373942364372,50,90,10,0,0,0,0,0,0,19.918373942364372,27.450980392157422,35.03994190268755,27.450980392157422,35.03994190268755,0.0,0.0,6.819015154046366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2005-07-14 09:30:00,9.06,9.06,9.06,9.06,1000,1010.0,,9.372930284594739,0,0,9.5655,8.654499999999999,9.06,,,,,,,,,,,,,,9.05,9.09,9.139464792118355,9.372930284594739,8.887563684042783,9.372930284594739,0,0,0,9.016,9.139464792118355,9.372930284594739,0,8.945348549051202,9.294651450948798,8.607000000000001,8.5975,0,0,0,0,0,41.16158338365091,43.7459765736554,41.16158338365091,43.7459765736554,39.89142136431293,50,90,10,0,0,0,0,0,0,39.89142136431293,25.490196078431968,27.30573710965928,25.490196078431968,27.30573710965928,0.0,0.0,2.273005051348789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
